start_date,end_date,created_on,lat,lon,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,currency,title,description,property_type,operation_type
2019-10-17,2019-12-23,2019-10-17,-34.580337,-58.4320659,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,43.0,38.0,170000.0,USD,Fitz Roy 2200 Palermo 1amb c/amen U$170.000 Apto Prof,"Apto profesional. Monoambiente al contrafrente. 4º piso. Superficie total de 43m², cubierta de 38m² y descubierta de 5m². Cocina incorporada, baño completo. Excelente estado, muy luminoso. Pisos flotantes. Antigüedad 3 años. Expensas $6.000 (octubre 2019), incluyen ABL y Aysa. Amenities: piscina climatizada, parrillas, gimnasio, jacuzzi, sauna seco y ducha escocesa, vestuarios, laundry, SUM, sala de lectura con WiFi. Vigilancia 24hs. Con renta hasta octubre 2020. Edificio con triple frente, y un único cuerpo. Colectivos: 12, 15, 29, 34, 39, 41, 55, 57, 59, 60, 64, 67, 68, 93, 95, 108, 111, 118, 152, 161, 166, 194.Ley 5115: EXCEPTO que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas.-Solo para Alquileres, Ley 5859 art 5 Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos de vivienda que sean personas físicas, y el monto máximo de comisión que se le puede requerir a los propietarios será 4,15 % del valor total del respectivo contrato. --Te ofrecemos nuestro SERVICIO de GESTIÓN DE CRÉDITO HIPOTECARIO - SIN COSTO ADICIONAL -- Venta sujeta a la obtención del COTI por parte del propietario.-Las medidas son aproximadas, las reales surgen del titulo o plano de mensura.-Las reservas se toman exclusivamente en la inmobiliaria con el matriculado - Matricula CPI 6099.--",Departamento,Venta
2019-10-17,2019-12-23,2019-10-17,-34.56266110000001,-58.46535060000001,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,57.0,46.0,196100.0,USD,Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura,"Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.",Departamento,Venta
2019-10-17,2019-12-23,2019-10-17,-34.56266110000001,-58.46535060000001,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,57.0,46.0,181800.0,USD,Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura,"Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.",Departamento,Venta
2019-10-17,9999-12-31,2019-10-17,-34.56266110000001,-58.46535060000001,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,31.0,31.0,114300.0,USD,Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura,"Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.",Departamento,Venta
2019-10-17,2019-12-05,2019-10-17,-34.5738345518,-58.4503778444,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,43.0,37.0,151500.0,USD,Precioso departamento a Estrenar  con Cochera ,"Original Fresco y Moderno Edificio , Ubicado cerca de Av. Córdoba, de Jorge Newbery y  a metros de Cramer y  Federico Lacroze. Para visitas Contactar a Marta: Celular: 1561534481- Excelente Oportunidad para vivir o para renta !!El departamento tiene 36,8 metros fácilmente divisible,  o para usar tipo Loft, luminoso y fresco, con excelentes terminaciones. Baño precioso. Ventanas doble vidrio. Balcón corrido con sol de tarde . Cocina con buen diseño y lugar de guardado, espacio para lava ropas. Cochera. Bajas Expensas ! Coordinar visita *** Contacto: Celular: 1561534481 ( mensajes o whatsapp) en Facebook o Instagram: onebrokersTasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario",Departamento,Venta
2019-10-17,2019-10-22,2019-10-17,-34.5738345518,-58.4503778444,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,43.0,37.0,151500.0,USD,Precioso departamento a Estrenar  con Cochera ,"Original Fresco y Moderno Edificio , Ubicado cerca de Av. Córdoba, de Jorge Newbery y  a metros de Cramer y  Federico Lacroze. Para visitas Contactar a Marta: Celular: 1561534481- Excelente Oportunidad para vivir o para renta !!El departamento tiene 36,8 metros fácilmente divisible,  o para usar tipo Loft, luminoso y fresco, con excelentes terminaciones. Baño precioso. Ventanas doble vidrio. Balcón corrido con sol de tarde . Cocina con buen diseño y lugar de guardado, espacio para lava ropas. Cochera. Bajas Expensas ! Coordinar visita *** Contacto: Celular: 1561534481 ( mensajes o whatsapp) en Facebook o Instagram: onebrokersTasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario",Departamento,Venta
2019-10-17,9999-12-31,2019-10-17,-34.56266110000001,-58.46535060000001,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,41.0,41.0,125600.0,USD,Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura,"Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.",Departamento,Venta
2019-10-17,2019-10-30,2019-10-17,-34.56266110000001,-58.46535060000001,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,41.0,31.0,146000.0,USD,Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura,"Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.",Departamento,Venta
2019-10-17,2019-12-23,2019-10-17,-34.56266110000001,-58.46535060000001,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,41.0,41.0,130700.0,USD,Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura,"Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.",Departamento,Venta
2019-10-17,2019-12-23,2019-10-17,-34.56266110000001,-58.46535060000001,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,57.0,46.0,203200.0,USD,Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura,"Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.",Departamento,Venta
2019-10-17,2019-12-23,2019-10-17,-34.56266110000001,-58.46535060000001,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,41.0,41.0,140950.0,USD,Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura,"Departamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.",Departamento,Venta
2019-10-17,2019-12-23,2019-10-17,-34.560893352600004,-58.4443976884,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,43.0,35.0,105000.0,USD,2 ambientes con balcón en Belgrano,"Excelente 2 ambientes con balcón, luminoso.Living comedor, cocina independiente con lavadero incorporado, dormitorio con placard y persianas de madera.Pisos de parquet, al contrafrente con vista a las vías elevadas del tren.Para reciclar baño y cocinaAire Acondicionado individual, apto profesional.Opcional cochera fija cubierta USD25.000A 4 cuadras de la estación del tren (Belgrano C), a 2 cuadras de los bosques de palermo, a 3 cuadras de Barrancas de Belgrano.Expensas unidad y cochera $ 5500 (incluye Aysa). ABL: $ 650Consultános.Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente. Los impuestos y gastos expresados se refieren a la última información recabada y deberán confirmarse. Las fotografías no son vinculantes ni contractuales.Esta operación inmobiliaria se encuentra a cargo y es objeto de intermediación y conclusión por parte del Corredor Inmobiliario matriculado correspondiente: Jimena Navarro CUCICBA 6682 | Sergio Fernandez Milessi CSI 5681.",Departamento,Venta
2019-10-17,9999-12-31,2019-10-17,-34.56266110000001,-58.46535060000001,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,41.0,41.0,138400.0,USD,Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura,"Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.",Departamento,Venta
2019-10-17,2019-10-22,2019-10-17,-34.5738345518,-58.4503778444,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,43.0,37.0,151500.0,USD,Precioso departamento a Estrenar  con Cochera ,"Original Fresco y Moderno Edificio , Ubicado cerca de Av. Córdoba, de Jorge Newbery y  a metros de Cramer y  Federico Lacroze. Para visitas Contactar a Marta: Celular: 1561534481- Excelente Oportunidad para vivir o para renta !!El departamento tiene 36,8 metros fácilmente divisible,  o para usar tipo Loft, luminoso y fresco, con excelentes terminaciones. Baño precioso. Ventanas doble vidrio. Balcón corrido con sol de tarde . Cocina con buen diseño y lugar de guardado, espacio para lava ropas. Cochera. Bajas Expensas ! Coordinar visita *** Contacto: Celular: 1561534481 ( mensajes o whatsapp) en Facebook o Instagram: onebrokersTasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario",Departamento,Venta
2019-10-17,2019-11-15,2019-10-17,-34.5738345518,-58.4503778444,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,43.0,37.0,151500.0,USD,Precioso departamento a Estrenar  con Cochera ,"Original Fresco y Moderno Edificio , Ubicado cerca de Av. Córdoba, de Jorge Newbery y  a metros de Cramer y  Federico Lacroze. Para visitas Contactar a Marta: Celular: 1561534481- Excelente Oportunidad para vivir o para renta !!El departamento tiene 36,8 metros fácilmente divisible,  o para usar tipo Loft, luminoso y fresco, con excelentes terminaciones. Baño precioso. Ventanas doble vidrio. Balcón corrido con sol de tarde . Cocina con buen diseño y lugar de guardado, espacio para lava ropas. Cochera. Bajas Expensas ! Coordinar visita *** Contacto: Celular: 1561534481 ( mensajes o whatsapp) en Facebook o Instagram: onebrokersTasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario",Departamento,Venta
2019-10-17,2019-10-22,2019-10-17,-34.5738345518,-58.4503778444,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,43.0,37.0,151500.0,USD,Precioso departamento a Estrenar  con Cochera ,"Original Fresco y Moderno Edificio , Ubicado cerca de Av. Córdoba, de Jorge Newbery y  a metros de Cramer y  Federico Lacroze. Para visitas Contactar a Marta: Celular: 1561534481- Excelente Oportunidad para vivir o para renta !!El departamento tiene 36,8 metros fácilmente divisible,  o para usar tipo Loft, luminoso y fresco, con excelentes terminaciones. Baño precioso. Ventanas doble vidrio. Balcón corrido con sol de tarde . Cocina con buen diseño y lugar de guardado, espacio para lava ropas. Cochera. Bajas Expensas ! Coordinar visita *** Contacto: Celular: 1561534481 ( mensajes o whatsapp) en Facebook o Instagram: onebrokersTasaciones Profesionales. Matricula 4118: Colegio Profesional Inmobiliario",Departamento,Venta
2019-10-17,9999-12-31,2019-10-17,-34.56266110000001,-58.46535060000001,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,57.0,46.0,192500.0,USD,Estilo industrial compuesto de excelentes materiales conjugados con moderna arquitectura,"Emprendimiento en pozoDepartamento dos ambientes con cocina integrada. Reviviendo las reminiscencias de la vida de este famosos artista plástico en Manhattan New York, desembarca EDIFICIO KOONING. El mismo se desarrolla en Belgrano R. y sigue la última tendencia neoyorquina: estilo industrial compuesto de excelentes materiales conjugados con su moderna arquitectura.El edificio de viviendas multifamiliares de cuidado diseño y contundente imagen, se desarrolla verticalmente en 13 (trece) niveles.LAS MEDIDAS SON APROXIMADAS Y PROPORCIONADAS X EL PROPIETARIO y/o Estudio de Arquitectos.Esta oferta es a solo título informativo, pues para la venta de la propiedad es condición que el propietario cumplimente el tramite ante la AFIP para obtener el nro. de C.O.T.I si fuera necesario.Nucifora Propiedades S.R.L. comparte 50% de los Honorarios Inmobiliarios en todos los casos donde: a) el Vendedor/ Locador pague el porcentaje establecido segun usos y costumbres por el colegio de Martilleros de la jurisdicción correspondiente. Variaciones en estos montos se analizarán oportunamente.",Departamento,Venta
2019-10-17,2019-12-23,2019-10-17,-34.6264761,-58.462188,Argentina,Capital Federal,Floresta,2.0,1.0,1.0,45.0,45.0,95000.0,USD,Venta. Departamento 2 ambientes. Baulera. Excelente ubicación. Caracas y Bacacay. Floresta.,CARACTERÍSTICAS- Ambientes: 2- Superficie Total: 45m²- Superficie Cubierta: 45m²- Dormitorios: 1- Baños: 1.- Living Comedor.- Cocina.- Lavadero.- Baulera.- Expensas: $2.100.-- NEGOCIABLE.- APTO CRÉDITO.Riveros Negocios InmobiliariosCPI 6370CMCPSI 6392Cel. +54 11 Tel.  +54 11 ,Departamento,Venta
2019-10-17,2019-10-24,2019-10-17,-34.5862519148,-58.402511872,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,31.0,31.0,82000.0,USD,OPORTUNIDAD!! 2 AMB EXCELENTE UBICACIÓN APTO PROFESIONAL,"Departamento sobre Pacheco de Melo entre Pasaje Bollini y Austria.   Living-comedor y dormitorio, cocina separada y baño en suite. Muy buenos placards. Apto Profesional por Reglamento. Apto crédito bancario. Oportunidad!!  Excelente ubicación y conexión:  1 cuadra Av Las Heras y Hospital Rivadavia; 3 cuadras Av. Pueyrredón; 3 cuadras Av Coronel Díaz, Parque Las Heras y Alto Palermo,;6 cuadras Av Santa Fe, subte linea D. ""La presente oferta de venta está condicionada a la confección del COTI por parte del propietario. (Res.AFIP 2371). Las medidas son aprox. y orientativas. Las medidas exactas surgirían del titulo de propiedad.""",Departamento,Venta
2019-10-17,2019-12-23,2019-10-17,-34.5863229,-58.3872382,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,37.0,37.0,129000.0,USD,2 amb al contrafrente . toda luz y vista,Impecable dpto contrafrente con increible vista a pulmon y Rouf Garden del Hotel Alvear - Calefaccion central y vigilancia 24 hs.-,Departamento,Venta
2019-10-17,2019-12-23,2019-10-17,-34.587382500000004,-58.3972762,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,25.0,25.0,95000.0,USD,Lindisimo y canchero Monoambiente en Recoleta Ideal AIRBNB,"Lindisimo monoambiente en piso alto en torre muy luminosa, con seguridad 24h.El mismo cuenta con 25 m2 de planta, con una comoda Kichinette, y un baño completo.Por ubicacion cercana a centros comerciales, avenidas y facultades y caracteristicas es ideal para alquiler extranjeros, o para estudiantes.Bajas expensas !",Departamento,Venta
2019-10-17,9999-12-31,2019-10-17,-34.587292,-58.403118000000006,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,31.0,28.0,135000.0,USD,Venta Departamento en Recoleta Capital Federal Austria 2200,"Departamento en Venta, ,  con una superficie total de 31m²,   1 ambiente,  con 8 pisos. Hermoso departamento MONOAMBIENTE de 31 m2 con detalles de diseño y categoría en muy lindo edificio.Orientación Noreste.Muy buen ubicación, a metros de Av. Las Heras, 6 cuadras de Av. Santa Fe y líneas de subte, 3 cuadras del Shopping Alto Palermo, 1 cuadra de la Biblioteca Nacional, cerca de facultades y a pasos de los lugares más importantes de las ciudad.Excelente planta y distribución, piso 5º con excelente vista abierta y grande ventanales. Mucho sol!!!Hall de entrada, placar empotrado en pared de diseño, baño completo con mampara de vidrio, cocina completa, planta libre con hermosa visita abierta y grande ventanales. Aberturas Alemanas, pisos de madera hidrolaqueados,Expensas: $ 3.500 (incluye Aguas - AySA)El edificio cuenta con sauna y laundry.Digno de ver!CUCICBA 6406. Para más información visite nuestro sitio web http://",Departamento,Venta
2019-10-17,2019-12-23,2019-10-17,-34.5908038838,-58.3925848466,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,48.0,32.0,160000.0,USD,Ayacucho 1600,"Departamento en Venta en Recoleta apto profesional con cochera: excelente monoambiente al frente con balcón. El departamento tiene  posibilidad de convertirse en un dos ambientes. Baño completo con ventilación. Amplio placard. Dos bauleras. Cochera con control remoto. Apto profesional. Privilegiada ubicación frente a la Universidad Barcelo, a pasos de Avenida General Las Heras y zona de facultades.Corredor Responsable: Gustavo Fernandez CUCICBA 6108Tel: ",Departamento,Venta
2019-10-17,2019-12-23,2019-10-17,-34.595519200000005,-58.3858215,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,31.0,31.0,95000.0,USD,"APTO PROFESIONAL, dos ambientes, primer piso, interno","Departamento apto profesional, con renta hasta agosto de 2020.Puede verse los MARTES a partir de las 11 hs.Seguridad hasta las 20 hs.Living comedor con aire acondicionado, dormitorio, baño completo a nuevo con ducha y cocina independiente.Agua caliente central. Calefacción por aire frío/calor",Departamento,Venta
2019-10-17,2019-10-28,2019-10-17,,,Argentina,Capital Federal,Balvanera,2.0,1.0,1.0,43.0,40.0,109000.0,USD,EXCELENTE DEPTO 2 AMBIENTES MUY LUMINOSO AL CONTRAFRENTE CON BALCON ,"Excelente departamento. en torre  2 ambientes al contrafrente con balcon. Piso Alto Muy luminoso y ventiladoCuenta con un  living comedor,  cocina separada completa con lavadero y baño completo. Dormitorio grande con placard y pisos de Parket Bajas expensas de $4.000, muy cómodo y fácil de mantener.Inmejorable ubicación, a una cuadra de  Av. Corrientes , y 2 cuadras del Subte B  estación Carlos Gardel  .-Visite con Personal de la Firma",Departamento,Venta
2019-10-17,2019-11-28,2019-10-17,-34.6283203348,-58.4520610969,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,58.0,49.0,185000.0,USD,VENTA. Departamento 2 ambientes. 57m². Balcón. Amenities. Bajas Expensas. Av. Pedro Goyena y Av. Curapaligüe. Caballito.,CARACTERÍSTICAS- Ambientes: 2- Superficie Total: 57m²- Superficie Cubierta: 48m²- Superficie Descubierta: 9m²- Living Comedor.- Dormitorios: 1- Cocina.- Baño.- Toilette.- Balcón.- Disposición: Contrafrente.- Muy Luminoso.- Expensas: $2.500.-- NEGOCIABLE.Riveros Negocios InmobiliariosCPI 6370CMCPSI 6392Cel. +54 11 Tel.  +54 11 ,Departamento,Venta
2019-10-17,9999-12-31,2019-10-17,-34.6278565,-58.4358554,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,50.0,45.0,149000.0,USD,VENTA DE EDIFICIO CON UNIDADES DE 2 Y 3 AMBIENTES EN CABALLITO.,"El edificio a estrenar se encuentra en la calle Riglos 771 entre José Bonifacio y Avenida Directorio, en el corazón del barrio de Caballito. Tiene excelente ubicación y accesibilidad. Cuenta con unidades en semi-pisos apto profesional de 2 y 3 ambientes que van desde los 49,60 m2 hasta los 67,40 m2 . La zona está plenamente consolidada, registrando una elevada densificación, con disponibilidad de infraestructura, servicios, colegios y transporte público, principalmente porque está a tan solo 100 metros de la estación José María Moreno del Subte E, cercano a la Avenida Directorio lo cual le otorga un amplio caudal de líneas de colectivo y zona de comercios.El edificio ha sido desarrollado en PB y 7 pisos de departamentos y posee cocheras opcionales. En cuanto a los amenities, posee un SUM (Salón de Usos Múltiples ) y solárium.Está desarrollado por el grupo DES-ARQ, el cual cuenta con una amplia trayectoria en el mercado, avalada con la seriedad en la construcción y entrega de 6 edificios en la zona, participan en varios desarrollos inmobiliarios desde el año 1982.  DETALLES DE TERMINACIÓN DEL EDIFICIO• Hall de Entrada de categoría con cerramiento en Blindex y piso de porcelanato.• Ascensor automático de acero inoxidable.• Salón de usos múltiples y terraza accesible.• Cocheras opcionales cubiertas y descubiertas.• Carpinterías de aluminio anodizado.• Todas las unidades tienen balcones con amplios ventanales asegurando gran luminosidad.• Puertas interiores marcos de chapa y hojas tipo placa, madera pintadas.• Frente de placards corredizos de piso a techo con interiores en dormitorio.• Pisos de cerámica en estar-comedor y pisos flotante en dormitorio.• Revestimiento de cerámica esmaltada en baños y cocina.• Mesada de cocina en granito y pileta en acero inoxidable.• Amoblamiento de cocina con bajo mesada y alacena en melamina.• Artefactos sanitarios marca Roca.• Griferías marca FV.• Instalación de agua fría y caliente en termofusión.• Instalación eléctrica, tablero seccional con llaves termomagnéticas y disyuntor diferencial.• Toma de TV y TE en los ambientes• Termotanque, cocina con horno y anafe eléctricos.• Instalación para Split frío -calor en living y dormitorio.Fecha de finalización: Marzo 2020.AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. Los precios indicados podrán modificarse sin previo aviso. La fechas de inicio de obra o posesión son estimadas, podrán ser reprogramadas por la Dirección de obra y dependerán a su vez de un proceso de aprobaciones municipales u otros organismos intervinientes. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI).",Departamento,Venta
